source,target,weight
"flinke, maganarkist.",nan,2
fornuften22,bbc.com,2
fornuften22,dagsavisen.no,1
fornuften22,dr.dk,1
fornuften22,dw.com,1
fornuften22,en.wikipedia.org,1
fornuften22,msn.com,2
fornuften22,nan,10
fornuften22,nationen.no,1
fornuften22,nettavisen.no,4
fornuften22,nrk.no,1
fornuften22,tu.no,3
fornuften22,tv2.no,1
grith havmand,nyheder.tv2.dk,2
hansenhansen,nan,1
hveps703,nyheder.tv2.dk,1
håkan kristiansson,gota.media,1
iksrin Boldt,jp.dk,3
iksrin Boldt,nyheder.tv2.dk,1
jan justesen,indblik.net,1
jens pørtner,berlingske.dk,2
john burmeister,24nyt.dk,1
john burmeister,altinget.dk,1
john burmeister,jp.dk,4
john burmeister,nan,10
john burmeister,nyheder.tv2.dk,3
john burmeister,videnskab.dk,1
john burmeister,zetland.dk,1
kaptenspaner,gp.se,1
katarina broman,gota.media,1
kjell ringdahl,nan,1
kjell ringdahl,twitter,1
lergöken,gota.media,1
mads leth jørnø,borsen.dk,2
mads leth jørnø,information.dk,4
mads leth jørnø,jp.dk,2
mads leth jørnø,jv.dk,1
mads leth jørnø,landbrugsavisen.dk,1
mads leth jørnø,nan,8
mads leth jørnø,nordjyske.dk,1
mads leth jørnø,politiken.dk,3
mads leth jørnø,videnskab.dk,2
marie-louise hjelm,nan,2
martin svenningsen,nan,4
michael petersen,berlingske.dk,1
morgan åberg,youtube,1
mrnolimit🇸🇪🇫🇮🇵🇹,carlnorberg.se,1
mrnolimit🇸🇪🇫🇮🇵🇹,youtube,1
mångfaldens pris,di.se,1
mångfaldens pris,nan,1
mångfaldens pris,sverigesradio.se,1
nej tak  bare nej tak.....,facebook,8
nej tak  bare nej tak.....,indblik.net,1
nej tak  bare nej tak.....,nan,1
newsdk,arbejderen.dk,1
newsdk,denkorteavis.dk,3
newsdk,ing.dk,41
newsdk,jyllands-posten.dk,21
newsdk,nan,1
newsdk,politiken.dk,13
nobody,nan,1
ogłoszenia - Kopenhaga i okolice,nan,1
olivesenst,nan,1
olle wass,anthropocene.live,1
olle wass,nan,1
oluf,gota.media,1
ossi47051,nan,1
per lillien sørensen,indblik.net,1
ritlis,24nyt.dk,1
ronoosterbeek,nan,1
sadjoko,nan,1
sjunne,nan,1
steigan.no,steigan.no,5
steppyswede,detgodasamhallet.com,1
steven bill canton,denkorteavis.dk,1
teddie.danish patriot,nan,3
topi ryynänen,klimatupplysningen.se,1
ulla,gota.media,1
ulla,varldenidag.se,1
vandy eriksson,nan,1
vår rett,document.no,1
··˙ risager,videnskab.dk,1
نیازمندیهای بدون سانسور برای ایرانیان  Uncensored requirements for Iranians,facebook,3
نیازمندیهای بدون سانسور برای ایرانیان  Uncensored requirements for Iranians,nan,2
☭ Tvångssolidaritet 🪓,youtube,1
𝒪𝓇𝓁𝒶 𝐵𝑒𝓃𝓉 𝐿𝒶𝓇𝓈𝑒𝓃 (HO LEE FUK),nan,1
𝓚𝓪𝓬𝓱𝓲𝓷𝓪 𝓚𝓸𝓸𝓽𝓱𝓸𝓶𝓲,swebbtv.se,1
𝕳𝖊𝖓𝖗𝖎𝖈 𝖅𝖊𝖙𝖙𝖊𝖗𝖇𝖊𝖗𝖌 (AfS🇸🇪),petterssonsblogg.se,1
𝕳𝖊𝖓𝖗𝖎𝖈 𝖅𝖊𝖙𝖙𝖊𝖗𝖇𝖊𝖗𝖌 (AfS🇸🇪),twitter,5
🇩🇪Gabher🇮🇱,m.faz.net,1
🇩🇰_Totde_ 🇩🇰,berlingske.dk,2
🇩🇰_Totde_ 🇩🇰,jp.dk,1
🇩🇰_Totde_ 🇩🇰,kristeligt-dagblad.dk,1
🇩🇰_Totde_ 🇩🇰,nyheder.tv2.dk,1
🇩🇰_Totde_ 🇩🇰,svt.se,1
🇪🇺Jonna Colding Henriksen🌍🇩🇰,jyllands-posten.dk,2
🇪🇺Jonna Colding Henriksen🌍🇩🇰,nan,4
🇪🇺Jonna Colding Henriksen🌍🇩🇰,politiken.dk,1
🇪🇺Jonna Colding Henriksen🌍🇩🇰,reuters.com,1
🇪🇺Jonna Colding Henriksen🌍🇩🇰,trib.al,1
🇭🇷Det Svenska Tillståndet🇸🇪,naturalnews.com,1
🇭🇷Det Svenska Tillståndet🇸🇪,youtube,1
